ticker,company_name,sector,start_date,end_date,permno,gvkey,cik,source,source_url,source_as_of,gics_sub_industry,point_in_time
CSL,Carlisle Companies,Industrials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Industrial Conglomerates,false
CG,Carlyle Group (The),Financials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,,false
KMX,CarMax,Consumer Discretionary,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Automotive Retail,false
CCL,Carnival Corporation,Consumer Discretionary,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,"Hotels, Resorts & Cruise Lines",false
CRS,Carpenter Technology Corporation,Materials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Steel,false
CARR,Carrier Global,Industrials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Building Products,false
CVNA,Carvana,Consumer Discretionary,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Automotive Retail,false
CASY,Casey's,Consumer Staples,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Food Retail,false
CAT,Caterpillar Inc.,Industrials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Construction Machinery & Heavy Transportation Equipment,false
CAVA,Cava Group,Consumer Discretionary,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Restaurants,false
CBOE,Cboe Global Markets,Financials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Financial Exchanges & Data,false
CBRE,CBRE Group,Real Estate,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Real Estate Services,false
CCC,CCC Intelligent Solutions,Information Technology,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,,false
CDW,CDW,Information Technology,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Technology Distributors,false
CE,Celanese,Materials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Specialty Chemicals,false
CELH,Celsius Holdings,Consumer Staples,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Soft Drinks & Non-alcoholic Beverages,false
COR,Cencora,Health Care,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Health Care Distributors,false
CNC,Centene,Health Care,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Managed Health Care,false
CNP,Centerpoint Energy,Utilities,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Multi-Utilities,false
CBC,Central Bancompany,Financials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,,false
CERT,"Certara, Inc.",Health Care,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,,false
CF,CF Industries,Materials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Fertilizers & Agricultural Chemicals,false
CRL,Charles River Laboratories,Health Care,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Life Sciences Tools & Services,false
SCHW,Charles Schwab Corporation,Financials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Investment Banking & Brokerage,false
CHTR,Charter Communications,Communication Services,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Cable & Satellite,false
CHE,Chemed Corporation,Health Care,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Health Care Services,false
LNG,Cheniere Energy,Energy,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,,false
CVX,Chevron Corporation,Energy,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Integrated Oil & Gas,false
CHWY,Chewy,Consumer Discretionary,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Other Specialty Retail,false
CMG,Chipotle Mexican Grill,Consumer Discretionary,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Restaurants,false
CHH,Choice Hotels,Consumer Discretionary,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,"Hotels, Resorts & Cruise Lines",false
CHRD,Chord Energy,Energy,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Oil & Gas Exploration & Production,false
CB,Chubb Limited,Financials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Property & Casualty Insurance,false
CHD,Church & Dwight,Consumer Staples,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Household Products,false
CHDN,Churchill Downs Incorporated,Consumer Discretionary,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Casinos & Gaming,false
CIEN,Ciena,Information Technology,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Communications Equipment,false
CI,Cigna,Health Care,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Managed Health Care,false
CINF,Cincinnati Financial,Financials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Property & Casualty Insurance,false
CTAS,Cintas,Industrials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Diversified Support Services,false
CRCL,Circle Internet Group,Information Technology,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,,false
CRUS,Cirrus Logic,Information Technology,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Semiconductors,false
CSCO,Cisco,Information Technology,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Communications Equipment,false
C,Citigroup,Financials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Diversified Banks,false
CFG,Citizens Financial Group,Financials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Regional Banks,false
CLVT,Clarivate,Industrials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,,false
CLH,Clean Harbors,Industrials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Environmental & Facilities Services,false
CWEN.A,Clearway Energy (Class A),Utilities,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,,false
CWEN,Clearway Energy (Class C),Utilities,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,,false
CLF,Cleveland-Cliffs,Materials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Steel,false
CLX,Clorox,Consumer Staples,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Household Products,false
NET,Cloudflare,Information Technology,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,,false
CME,CME Group,Financials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Financial Exchanges & Data,false
CMS,CMS Energy,Utilities,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Multi-Utilities,false
CNA,CNA Financial,Financials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,,false
CNH,CNH Industrial,Industrials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,,false
KO,Coca-Cola Company (The),Consumer Staples,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Soft Drinks & Non-alcoholic Beverages,false
COKE,Coca-Cola Consolidated,Consumer Staples,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Soft Drinks & Non-alcoholic Beverages,false
CGNX,Cognex Corporation,Information Technology,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Electronic Equipment & Instruments,false
CTSH,Cognizant,Information Technology,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,IT Consulting & Other Services,false
COHR,Coherent Corp.,Information Technology,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Electronic Components,false
COIN,Coinbase,Financials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Financial Exchanges & Data,false
CL,Colgate-Palmolive,Consumer Staples,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Household Products,false
COLB,Columbia Banking System,Financials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Regional Banks,false
COLM,Columbia Sportswear,Consumer Discretionary,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,"Apparel, Accessories & Luxury Goods",false
CMCSA,Comcast,Communication Services,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Cable & Satellite,false
FIX,Comfort Systems USA,Industrials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Construction & Engineering,false
CBSH,Commerce Bancshares,Financials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Regional Banks,false
CAG,Conagra Brands,Consumer Staples,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Packaged Foods & Meats,false
CNXC,Concentrix,Information Technology,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Data Processing & Outsourced Services,false
COP,ConocoPhillips,Energy,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Oil & Gas Exploration & Production,false
ED,Consolidated Edison,Utilities,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Electric Utilities,false
STZ,Constellation Brands,Consumer Staples,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Distillers & Vintners,false
CEG,Constellation Energy,Utilities,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Multi-Utilities,false
COO,Cooper Companies (The),Health Care,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Health Care Supplies,false
CPRT,Copart,Industrials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Diversified Support Services,false
CORT,Corcept Therapeutics,Health Care,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Pharmaceuticals,false
CNM,Core & Main,Industrials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Trading Companies & Distributors,false
GLW,Corning Inc.,Information Technology,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Electronic Components,false
CPAY,Corpay,Financials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Transaction & Payment Processing Services,false
CTVA,Corteva,Materials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Fertilizers & Agricultural Chemicals,false
CSGP,CoStar Group,Real Estate,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Real Estate Services,false
COST,Costco,Consumer Staples,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Consumer Staples Merchandise Retail,false
COTY,Coty,Consumer Staples,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Personal Care Products,false
CPNG,Coupang,Consumer Discretionary,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,,false
CUZ,Cousins Properties,Real Estate,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Office REITs,false
CR,Crane Co.,Industrials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Industrial Machinery & Supplies & Components,false
CXT,Crane NXT,Industrials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Industrial Machinery & Supplies & Components,false
CACC,Credit Acceptance,Financials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,,false
CRH,CRH plc,Materials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Construction Materials,false
CROX,Crocs,Consumer Discretionary,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Footwear,false
CRWD,CrowdStrike,Information Technology,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Application Software,false
CCI,Crown Castle,Real Estate,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Telecom Tower REITs,false
CCK,Crown Holdings,Materials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,,false
CSX,CSX Corporation,Industrials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Rail Transportation,false
CUBE,CubeSmart,Real Estate,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,,false
CMI,Cummins,Industrials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Industrial Machinery & Supplies & Components,false
CW,Curtiss-Wright,Industrials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Aerospace & Defense,false
CVS,CVS Health,Health Care,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Health Care Services,false
DHI,D. R. Horton,Consumer Discretionary,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Homebuilding,false
DHR,Danaher Corporation,Health Care,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Life Sciences Tools & Services,false
DRI,Darden Restaurants,Consumer Discretionary,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Restaurants,false
DAR,Darling Ingredients,Consumer Staples,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,,false
DDOG,Datadog,Information Technology,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Application Software,false
DVA,DaVita,Health Care,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Health Care Facilities,false
DECK,Deckers Brands,Consumer Discretionary,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Footwear,false
DE,Deere & Company,Industrials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Agricultural & Farm Machinery,false
DAL,Delta Air Lines,Industrials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Passenger Airlines,false
DELL,Dell Technologies,Information Technology,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,"Technology Hardware, Storage & Peripherals",false
XRAY,Dentsply Sirona,Health Care,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Health Care Supplies,false
DVN,Devon Energy,Energy,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Oil & Gas Exploration & Production,false
DXCM,Dexcom,Health Care,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Health Care Equipment,false
FANG,Diamondback Energy,Energy,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Oil & Gas Exploration & Production,false
DKS,Dick's Sporting Goods,Consumer Discretionary,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Other Specialty Retail,false
DLR,Digital Realty,Real Estate,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Data Center REITs,false
DDS,Dillard's,Consumer Discretionary,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Broadline Retail,false
DOCU,DocuSign,Information Technology,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Application Software,false
DLB,Dolby Laboratories,Information Technology,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,,false
DG,Dollar General,Consumer Staples,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Consumer Staples Merchandise Retail,false
DLTR,Dollar Tree,Consumer Staples,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Consumer Staples Merchandise Retail,false
D,Dominion Energy,Utilities,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Electric Utilities,false
DPZ,Domino's,Consumer Discretionary,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Restaurants,false
DCI,Donaldson Company,Industrials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Industrial Machinery & Supplies & Components,false
DASH,DoorDash,Consumer Discretionary,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Interactive Media & Services,false
DV,DoubleVerify,Information Technology,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,,false
DOV,Dover Corporation,Industrials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Industrial Machinery & Supplies & Components,false
DOW,Dow Inc.,Materials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Commodity Chemicals,false
DOCS,Doximity,Health Care,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,,false
DKNG,DraftKings,Consumer Discretionary,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,,false
DBX,Dropbox,Information Technology,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,,false
DTM,DT Midstream,Energy,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,,false
DTE,DTE Energy,Utilities,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Multi-Utilities,false
DUK,Duke Energy,Utilities,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Electric Utilities,false
DUOL,Duolingo,Consumer Discretionary,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Education Services,false
DD,DuPont,Materials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Specialty Chemicals,false
BROS,Dutch Bros Inc.,Consumer Discretionary,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Restaurants,false
DXC,DXC Technology,Information Technology,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,IT Consulting & Other Services,false
DT,Dynatrace,Information Technology,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,,false
ELF,e.l.f. Beauty,Consumer Staples,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Personal Care Products,false
EXP,Eagle Materials,Materials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Construction Materials,false
EWBC,East West Bancorp,Financials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Regional Banks,false
EGP,EastGroup Properties,Real Estate,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,,false
EMN,Eastman Chemical Company,Materials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Diversified Chemicals,false
ETN,Eaton Corporation,Industrials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Electrical Components & Equipment,false
EBAY,eBay,Consumer Discretionary,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Broadline Retail,false
ECL,Ecolab,Materials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Specialty Chemicals,false
EIX,Edison International,Utilities,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Electric Utilities,false
EW,Edwards Lifesciences,Health Care,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Health Care Equipment,false
ELAN,Elanco,Health Care,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,,false
ESTC,Elastic NV,Information Technology,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,,false
EA,Electronic Arts,Communication Services,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Interactive Home Entertainment,false
ESI,Element Solutions,Materials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,,false
ELV,Elevance Health,Health Care,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Managed Health Care,false
EME,Emcor,Industrials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Construction & Engineering,false
EMR,Emerson Electric,Industrials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Electrical Components & Equipment,false
EHC,Encompass Health,Health Care,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Health Care Facilities,false
ENPH,Enphase Energy,Information Technology,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Electronic Components,false
ENTG,Entegris,Information Technology,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,,false
ETR,Entergy,Utilities,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Electric Utilities,false
NVST,Envista,Health Care,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Health Care Supplies,false
EOG,EOG Resources,Energy,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Oil & Gas Exploration & Production,false
EPAM,EPAM Systems,Information Technology,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,IT Consulting & Other Services,false
EPR,EPR Properties,Real Estate,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Other Specialized REITs,false
EQT,EQT Corporation,Energy,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Oil & Gas Exploration & Production,false
EFX,Equifax,Industrials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Research & Consulting Services,false
EQIX,Equinix,Real Estate,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,Data Center REITs,false
EQH,Equitable Holdings,Financials,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,,false
ELS,Equity Lifestyle Properties,Real Estate,,,,,,Wikipedia Russell 1000 Index components,https://en.wikipedia.org/wiki/Russell_1000_Index,2026-04-02,,false
