ticker,as_of_date,next_target_announcement_date,label_target_within_6m,next_acquirer_announcement_date,label_acquirer_within_6m
DMAA,2026-02-28,2026-04-08,1,,0
DMAAR,2026-01-31,,0,,0
DMAAR,2026-02-28,,0,,0
DMAAU,2026-01-31,,0,,0
DMAAU,2026-02-28,,0,,0
DMAC,2026-01-31,,0,,0
DMAC,2026-02-28,,0,,0
DMB,2026-01-31,,0,,0
DMB,2026-02-28,,0,,0
DMII,2026-01-31,,0,,0
DMII,2026-02-28,,0,,0
DMIIR,2026-01-31,,0,,0
DMIIR,2026-02-28,,0,,0
DMIIU,2026-01-31,,0,,0
DMIIU,2026-02-28,,0,,0
DMLP,2026-01-31,,0,,0
DMLP,2026-02-28,,0,,0
DMO,2026-01-31,,0,,0
DMO,2026-02-28,,0,,0
DMRA,2026-01-31,,0,,0
DMRA,2026-02-28,,0,,0
DMRC,2026-01-31,,0,,0
DMRC,2026-02-28,,0,,0
DNA,2026-01-31,,0,,0
DNA,2026-02-28,,0,,0
DNLI,2026-01-31,,0,,0
DNLI,2026-02-28,,0,,0
DNMX,2026-01-31,,0,,0
DNMX,2026-02-28,,0,,0
DNMXU,2026-01-31,,0,,0
DNMXU,2026-02-28,,0,,0
DNMXW,2026-01-31,,0,,0
DNMXW,2026-02-28,,0,,0
DNN,2026-01-31,,0,,0
DNN,2026-02-28,,0,,0
DNOW,2026-01-31,,0,,0
DNOW,2026-02-28,,0,,0
DNP,2026-01-31,,0,,0
DNP,2026-02-28,,0,,0
DNTH,2026-01-31,,0,,0
DNTH,2026-02-28,,0,,0
DNUT,2026-01-31,,0,,0
DNUT,2026-02-28,,0,,0
DOC,2026-01-31,,0,,0
DOC,2026-02-28,,0,,0
DOCN,2026-01-31,,0,,0
DOCN,2026-02-28,,0,,0
DOCS,2026-01-31,,0,,0
DOCS,2026-02-28,,0,,0
DOCU,2026-01-31,,0,,0
DOCU,2026-02-28,,0,,0
DOGZ,2026-01-31,,0,,0
DOGZ,2026-02-28,,0,,0
DOLE,2026-01-31,,0,,0
DOLE,2026-02-28,,0,,0
DOMH,2026-01-31,,0,,0
DOMH,2026-02-28,,0,,0
DOMO,2026-01-31,,0,,0
DOMO,2026-02-28,,0,,0
DOO,2026-01-31,,0,,0
DOO,2026-02-28,,0,,0
DORM,2026-01-31,,0,,0
DORM,2026-02-28,,0,,0
DOUG,2026-01-31,,0,,0
DOUG,2026-02-28,,0,,0
DOV,2026-01-31,,0,,0
DOV,2026-02-28,,0,,0
DOW,2026-01-31,,0,,0
DOW,2026-02-28,,0,,0
DOX,2026-01-31,,0,,0
DOX,2026-02-28,,0,,0
DOYU,2026-01-31,,0,,0
DOYU,2026-02-28,,0,,0
DPG,2026-01-31,,0,,0
DPG,2026-02-28,,0,,0
DPRO,2026-01-31,,0,,0
DPRO,2026-02-28,,0,,0
DPZ,2026-01-31,,0,,0
DPZ,2026-02-28,,0,,0
DQ,2026-01-31,,0,,0
DQ,2026-02-28,,0,,0
DRCT,2026-01-31,,0,,0
DRCT,2026-02-28,,0,,0
DRD,2026-01-31,,0,,0
DRD,2026-02-28,,0,,0
DRDB,2026-01-31,2026-02-27,1,,0
DRDB,2026-02-28,,0,,0
DRDBU,2026-01-31,,0,,0
DRDBU,2026-02-28,,0,,0
DRDBW,2026-01-31,,0,,0
DRDBW,2026-02-28,,0,,0
DRH,2026-01-31,,0,,0
DRH,2026-02-28,,0,,0
DRI,2026-01-31,,0,,0
DRI,2026-02-28,,0,,0
DRIO,2026-01-31,,0,,0
DRIO,2026-02-28,,0,,0
DRMA,2026-01-31,,0,,0
DRMA,2026-02-28,,0,,0
DRMAW,2026-01-31,,0,,0
DRMAW,2026-02-28,,0,,0
DRS,2026-01-31,,0,,0
DRS,2026-02-28,,0,,0
DRTS,2026-01-31,,0,,0
DRTS,2026-02-28,,0,,0
DRTSW,2026-01-31,,0,,0
DRTSW,2026-02-28,,0,,0
DRUG,2026-01-31,,0,,0
DRUG,2026-02-28,,0,,0
DRVN,2026-01-31,2026-04-30,1,,0
DRVN,2026-02-28,2026-04-30,1,,0
DSAC,2026-01-31,,0,,0
DSAC,2026-02-28,,0,,0
DSACU,2026-01-31,,0,,0
DSACU,2026-02-28,,0,,0
DSACW,2026-01-31,,0,,0
DSACW,2026-02-28,,0,,0
DSGN,2026-01-31,,0,,0
DSGN,2026-02-28,,0,,0
DSGR,2026-01-31,,0,,0
DSGR,2026-02-28,,0,,0
DSGX,2026-01-31,,0,,0
DSGX,2026-02-28,,0,,0
DSL,2026-01-31,,0,,0
DSL,2026-02-28,,0,,0
DSM,2026-01-31,,0,,0
DSM,2026-02-28,,0,,0
DSP,2026-01-31,,0,,0
DSP,2026-02-28,,0,,0
DSS,2026-01-31,,0,,0
DSS,2026-02-28,,0,,0
DSU,2026-01-31,,0,,0
DSU,2026-02-28,,0,,0
DSWL,2026-01-31,,0,,0
DSWL,2026-02-28,,0,,0
DSX,2026-01-31,,0,,0
DSX,2026-02-28,,0,,0
DSX.PB,2026-01-31,,0,,0
DSX.PB,2026-02-28,,0,,0
DSX.WT,2026-01-31,,0,,0
DSX.WT,2026-02-28,,0,,0
DSY,2026-01-31,,0,,0
DSY,2026-02-28,,0,,0
DSYWW,2026-01-31,,0,,0
DSYWW,2026-02-28,,0,,0
DT,2026-01-31,,0,,0
DT,2026-02-28,,0,,0
DTB,2026-01-31,,0,,0
DTB,2026-02-28,,0,,0
DTCX,2026-01-31,,0,,0
DTCX,2026-02-28,,0,,0
DTE,2026-01-31,,0,,0
DTE,2026-02-28,,0,,0
DTF,2026-01-31,,0,,0
DTF,2026-02-28,,0,,0
DTG,2026-01-31,,0,,0
DTG,2026-02-28,,0,,0
DTI,2026-01-31,,0,,0
DTI,2026-02-28,,0,,0
DTIL,2026-01-31,,0,,0
DTIL,2026-02-28,,0,,0
DTK,2026-01-31,,0,,0
DTK,2026-02-28,,0,,0
DTM,2026-01-31,,0,,0
DTM,2026-02-28,,0,,0
DTSQ,2026-01-31,2026-02-04,1,,0
DTSQ,2026-02-28,,0,,0
DTSQR,2026-01-31,,0,,0
DTSQR,2026-02-28,,0,,0
DTSQU,2026-01-31,,0,,0
DTSQU,2026-02-28,,0,,0
DTSS,2026-01-31,,0,,0
DTSS,2026-02-28,,0,,0
DTST,2026-01-31,,0,,0
DTST,2026-02-28,,0,,0
DTW,2026-01-31,,0,,0
DTW,2026-02-28,,0,,0
DUK,2026-01-31,,0,,0
DUK,2026-02-28,,0,,0
DUK.PA,2026-01-31,,0,,0
DUK.PA,2026-02-28,,0,,0
DUKB,2026-01-31,,0,,0
DUKB,2026-02-28,,0,,0
DUKR,2026-01-31,,0,,0
DUKR,2026-02-28,,0,,0
DUKRW,2026-01-31,,0,,0
DUKRW,2026-02-28,,0,,0
DULL,2026-01-31,,0,,0
DULL,2026-02-28,,0,,0
DUO,2026-01-31,,0,,0
DUO,2026-02-28,,0,,0
DUOL,2026-01-31,,0,,0
DUOL,2026-02-28,,0,,0
DUOT,2026-01-31,,0,,0
DUOT,2026-02-28,,0,,0
DV,2026-01-31,,0,,0
DV,2026-02-28,,0,,0
DVA,2026-01-31,,0,,0
DVA,2026-02-28,,0,,0
DVLT,2026-01-31,,0,,0
DVLT,2026-02-28,,0,,0
DVN,2026-01-31,,0,,0
DVN,2026-02-28,,0,,0
DWSN,2026-01-31,,0,,0
DWSN,2026-02-28,,0,,0
DWTX,2026-01-31,,0,,0
DWTX,2026-02-28,,0,,0
DX,2026-01-31,,0,,0
DX,2026-02-28,,0,,0
DX.PC,2026-01-31,,0,,0
DX.PC,2026-02-28,,0,,0
DXC,2026-01-31,,0,,0
DXC,2026-02-28,,0,,0
DXCM,2026-01-31,,0,,0
DXCM,2026-02-28,,0,,0
DXF,2026-01-31,,0,,0
DXF,2026-02-28,,0,,0
DXLG,2026-01-31,2026-05-12,1,,0
DXLG,2026-02-28,2026-05-12,1,,0
DXPE,2026-01-31,,0,,0
DXPE,2026-02-28,,0,,0
DXR,2026-01-31,,0,,0
DXR,2026-02-28,,0,,0
DXST,2026-01-31,,0,,0
DXST,2026-02-28,,0,,0
DXYZ,2026-01-31,,0,,0
DXYZ,2026-02-28,,0,,0
DY,2026-01-31,,0,,0
DY,2026-02-28,,0,,0
DYAI,2026-01-31,,0,,0
DYAI,2026-02-28,,0,,0
DYN,2026-01-31,,0,,0
DYN,2026-02-28,,0,,0
DYNC,2026-01-31,,0,,0
DYNC,2026-02-28,,0,,0
DYNCU,2026-01-31,,0,,0
DYNCU,2026-02-28,,0,,0
DYNCW,2026-01-31,,0,,0
DYNCW,2026-02-28,,0,,0
DYOR,2026-01-31,,0,,0
DYOR,2026-02-28,,0,,0
DYORU,2026-01-31,,0,,0
DYORU,2026-02-28,,0,,0
DYORW,2026-01-31,,0,,0
DYORW,2026-02-28,,0,,0
DZZ,2026-01-31,,0,,0
DZZ,2026-02-28,,0,,0
E,2026-01-31,,0,,0
E,2026-02-28,,0,,0
EA,2026-01-31,,0,,0
EA,2026-02-28,,0,,0
EAD,2026-01-31,,0,,0
EAD,2026-02-28,,0,,0
EAF,2026-01-31,,0,,0
EAF,2026-02-28,,0,,0
EAI,2026-01-31,,0,,0
EAI,2026-02-28,,0,,0
EARN,2026-01-31,,0,,0
EARN,2026-02-28,,0,,0
EAT,2026-01-31,,0,,0
EAT,2026-02-28,,0,,0
EBAY,2026-01-31,,0,,0
EBAY,2026-02-28,,0,,0
EBC,2026-01-31,,0,,0
EBC,2026-02-28,,0,,0
EBF,2026-01-31,,0,,0
EBF,2026-02-28,,0,,0
EBMT,2026-01-31,,0,,0
EBMT,2026-02-28,,0,,0
EBON,2026-01-31,,0,,0
EBON,2026-02-28,,0,,0
EBS,2026-01-31,,0,,0
EBS,2026-02-28,,0,,0
EC,2026-01-31,,0,,0
EC,2026-02-28,,0,,0
ECAT,2026-01-31,,0,,0
ECAT,2026-02-28,,0,,0
ECBK,2026-01-31,,0,,0
ECBK,2026-02-28,,0,,0
ECC,2026-01-31,,0,,0
ECC,2026-02-28,,0,,0
ECC.PD,2026-01-31,,0,,0
ECC.PD,2026-02-28,,0,,0
ECCC,2026-01-31,,0,,0
ECCC,2026-02-28,,0,,0
ECCU,2026-01-31,,0,,0
ECCU,2026-02-28,,0,,0
ECCV,2026-01-31,,0,,0
ECCV,2026-02-28,,0,,0
ECF,2026-01-31,,0,,0
ECF,2026-02-28,,0,,0
ECF.PA,2026-01-31,,0,,0
ECF.PA,2026-02-28,,0,,0
ECG,2026-01-31,,0,,0
ECG,2026-02-28,,0,,0
ECL,2026-01-31,,0,,0
ECL,2026-02-28,,0,,0
ECO,2026-01-31,,0,,0
ECO,2026-02-28,,0,,0
ECOR,2026-01-31,,0,,0
ECOR,2026-02-28,,0,,0
ECPG,2026-01-31,,0,,0
ECPG,2026-02-28,,0,,0
ECVT,2026-01-31,,0,,0
ECVT,2026-02-28,,0,,0
ECX,2026-01-31,,0,,0
ECX,2026-02-28,,0,,0
ECXWW,2026-01-31,,0,,0
ECXWW,2026-02-28,,0,,0
ED,2026-01-31,,0,,0
ED,2026-02-28,,0,,0
EDBL,2026-01-31,,0,,0
EDBL,2026-02-28,,0,,0
EDBLW,2026-01-31,,0,,0
EDBLW,2026-02-28,,0,,0
EDD,2026-01-31,,0,,0
EDD,2026-02-28,,0,,0
EDF,2026-01-31,,0,,0
EDF,2026-02-28,,0,,0
EDHL,2026-01-31,,0,,0
EDHL,2026-02-28,,0,,0
EDIT,2026-01-31,,0,,0
EDIT,2026-02-28,,0,,0
EDN,2026-01-31,,0,,0
EDN,2026-02-28,,0,,0
EDRY,2026-01-31,,0,,0
EDRY,2026-02-28,,0,,0
EDSA,2026-01-31,,0,,0
EDSA,2026-02-28,,0,,0
EDTK,2026-01-31,,0,,0
EDTK,2026-02-28,,0,,0
EDU,2026-01-31,,0,,0
EDU,2026-02-28,,0,,0
EDUC,2026-01-31,,0,,0
EDUC,2026-02-28,,0,,0
EE,2026-01-31,,0,,0
EE,2026-02-28,,0,,0
EEA,2026-01-31,,0,,0
EEA,2026-02-28,,0,,0
EEFT,2026-01-31,,0,,0
EEFT,2026-02-28,,0,,0
EEIQ,2026-01-31,,0,,0
EEIQ,2026-02-28,,0,,0
EEX,2026-01-31,2026-05-11,1,,0
EEX,2026-02-28,2026-05-11,1,,0
EFC,2026-01-31,,0,,0
EFC,2026-02-28,,0,,0
EFC.PB,2026-01-31,,0,,0
EFC.PB,2026-02-28,,0,,0
EFC.PC,2026-01-31,,0,,0
EFC.PC,2026-02-28,,0,,0
EFC.PD,2026-01-31,,0,,0
EFC.PD,2026-02-28,,0,,0
EFOI,2026-01-31,,0,,0
EFOI,2026-02-28,,0,,0
EFOR,2026-01-31,,0,,0
EFOR,2026-02-28,,0,,0
EFR,2026-01-31,,0,,0
EFR,2026-02-28,,0,,0
EFSC,2026-01-31,,0,,0
EFSC,2026-02-28,,0,,0
EFSCP,2026-01-31,,0,,0
EFSCP,2026-02-28,,0,,0
EFSI,2026-01-31,,0,,0
EFSI,2026-02-28,,0,,0
EFT,2026-01-31,,0,,0
EFT,2026-02-28,,0,,0
EFTY,2026-01-31,,0,,0
EFTY,2026-02-28,,0,,0
EFX,2026-01-31,,0,,0
EFX,2026-02-28,,0,,0
EFXT,2026-01-31,,0,,0
EFXT,2026-02-28,,0,,0
EG,2026-01-31,,0,,0
EG,2026-02-28,,0,,0
EGAN,2026-01-31,,0,,0
EGAN,2026-02-28,,0,,0
EGBN,2026-01-31,,0,,0
EGBN,2026-02-28,,0,,0
EGG,2026-01-31,,0,,0
EGG,2026-02-28,,0,,0
EGHA,2026-01-31,,0,,0
EGHA,2026-02-28,,0,,0
EGHAR,2026-01-31,,0,,0
EGHAR,2026-02-28,,0,,0
EGHAU,2026-01-31,,0,,0
EGHAU,2026-02-28,,0,,0
EGHT,2026-01-31,,0,,0
EGHT,2026-02-28,,0,,0
EGO,2026-01-31,,0,,0
EGO,2026-02-28,,0,,0
EGP,2026-01-31,,0,,0
EGP,2026-02-28,,0,,0
EGY,2026-01-31,,0,,0
EGY,2026-02-28,,0,,0
EH,2026-01-31,,0,,0
EH,2026-02-28,,0,,0
EHC,2026-01-31,,0,,0
EHC,2026-02-28,,0,,0
EHGO,2026-01-31,,0,,0
EHGO,2026-02-28,,0,,0
EHI,2026-01-31,,0,,0
EHI,2026-02-28,,0,,0
EHLD,2026-01-31,,0,,0
EHLD,2026-02-28,,0,,0
EHTH,2026-01-31,,0,,0
EHTH,2026-02-28,,0,,0
EIC,2026-01-31,,0,,0
EIC,2026-02-28,,0,,0
EICA,2026-01-31,,0,,0
EICA,2026-02-28,,0,,0
EIG,2026-01-31,,0,,0
EIG,2026-02-28,,0,,0
EIIA,2026-01-31,,0,,0
EIIA,2026-02-28,,0,,0
EIKN,2026-01-31,,0,,0
EIKN,2026-02-28,,0,,0
EIM,2026-01-31,,0,,0
EIM,2026-02-28,,0,,0
EIX,2026-01-31,,0,,0
EIX,2026-02-28,,0,,0
EJH,2026-01-31,,0,,0
EJH,2026-02-28,,0,,0
EL,2026-01-31,,0,,0
EL,2026-02-28,,0,,0
ELA,2026-01-31,,0,,0
ELA,2026-02-28,,0,,0
ELAB,2026-01-31,,0,,0
ELAB,2026-02-28,,0,,0
ELAN,2026-01-31,,0,,0
ELAN,2026-02-28,,0,,0
ELBM,2026-01-31,,0,,0
ELBM,2026-02-28,,0,,0
ELC,2026-01-31,,0,,0
ELC,2026-02-28,,0,,0
ELDN,2026-01-31,,0,,0
ELDN,2026-02-28,,0,,0
ELE,2026-01-31,,0,,0
ELE,2026-02-28,,0,,0
ELF,2026-01-31,,0,,0
ELF,2026-02-28,,0,,0
ELLA,2026-01-31,,0,,0
ELLA,2026-02-28,,0,,0
ELLO,2026-01-31,,0,,0
ELLO,2026-02-28,,0,,0
ELMD,2026-01-31,,0,,0
ELMD,2026-02-28,,0,,0
ELME,2026-01-31,,0,,0
ELME,2026-02-28,,0,,0
ELMT,2026-01-31,,0,,0
ELMT,2026-02-28,,0,,0
ELOG,2026-01-31,,0,,0
ELOG,2026-02-28,,0,,0
ELOX,2026-01-31,,0,,0
ELOX,2026-02-28,,0,,0
ELPC,2026-01-31,,0,,0
ELPC,2026-02-28,,0,,0
ELPW,2026-01-31,,0,,0
ELPW,2026-02-28,,0,,0
ELS,2026-01-31,,0,,0
ELS,2026-02-28,,0,,0
ELSE,2026-01-31,2026-04-21,1,,0
ELSE,2026-02-28,2026-04-21,1,,0
ELTK,2026-01-31,,0,,0
ELTK,2026-02-28,,0,,0
ELTX,2026-01-31,,0,,0
ELTX,2026-02-28,,0,,0
ELUT,2026-01-31,,0,,0
ELUT,2026-02-28,,0,,0
ELV,2026-01-31,,0,,0
ELV,2026-02-28,,0,,0
ELVA,2026-01-31,,0,,0
ELVA,2026-02-28,,0,,0
ELVN,2026-01-31,,0,,0
ELVN,2026-02-28,,0,,0
ELVR,2026-01-31,,0,,0
ELVR,2026-02-28,,0,,0
ELWT,2026-01-31,,0,,0
ELWT,2026-02-28,,0,,0
EMA,2026-01-31,,0,,0
EMA,2026-02-28,,0,,0
EMAT,2026-01-31,,0,,0
EMAT,2026-02-28,,0,,0
EMBC,2026-01-31,,0,,0
EMBC,2026-02-28,,0,,0
EMBJ,2026-01-31,,0,,0
EMBJ,2026-02-28,,0,,0
EMD,2026-01-31,,0,,0
EMD,2026-02-28,,0,,0
EME,2026-01-31,,0,,0
EME,2026-02-28,,0,,0
EMF,2026-01-31,,0,,0
EMF,2026-02-28,,0,,0
EMIS,2026-01-31,,0,,0
EMIS,2026-02-28,,0,,0
EMISR,2026-01-31,,0,,0
EMISR,2026-02-28,,0,,0
EML,2026-01-31,,0,,0
EML,2026-02-28,,0,,0
EMN,2026-01-31,,0,,0
EMN,2026-02-28,,0,,0
EMO,2026-01-31,,0,,0
EMO,2026-02-28,,0,,0
EMP,2026-01-31,,0,,0
EMP,2026-02-28,,0,,0
EMPD,2026-01-31,,0,,0
EMPD,2026-02-28,,0,,0
EMPG,2026-01-31,,0,,0
EMPG,2026-02-28,,0,,0
EMR,2026-01-31,,0,,0
EMR,2026-02-28,,0,,0
ENB,2026-01-31,,0,,0
ENB,2026-02-28,,0,,0
ENGN,2026-01-31,,0,,0
ENGN,2026-02-28,,0,,0
ENGNW,2026-01-31,,0,,0
ENGNW,2026-02-28,,0,,0
ENGS,2026-01-31,,0,,0
ENGS,2026-02-28,,0,,0
ENHA,2026-01-31,,0,,0
ENHA,2026-02-28,,0,,0
ENIC,2026-01-31,,0,,0
ENIC,2026-02-28,,0,,0
ENJ,2026-01-31,,0,,0
ENJ,2026-02-28,,0,,0
ENLT,2026-01-31,,0,,0
ENLT,2026-02-28,,0,,0
ENLV,2026-01-31,,0,,0
ENLV,2026-02-28,,0,,0
ENO,2026-01-31,,0,,0
ENO,2026-02-28,,0,,0
ENOV,2026-01-31,,0,,0
ENOV,2026-02-28,,0,,0
ENPH,2026-01-31,,0,,0
ENPH,2026-02-28,,0,,0
ENR,2026-01-31,,0,,0
ENR,2026-02-28,,0,,0
ENRD,2026-01-31,,0,,0
ENRD,2026-02-28,,0,,0
ENRDW,2026-01-31,,0,,0
ENRDW,2026-02-28,,0,,0
ENS,2026-01-31,,0,,0
ENS,2026-02-28,,0,,0
ENSC,2026-01-31,,0,,0
ENSC,2026-02-28,,0,,0
ENSG,2026-01-31,,0,,0
ENSG,2026-02-28,,0,,0
ENTA,2026-01-31,,0,,0
ENTA,2026-02-28,,0,,0
ENTG,2026-01-31,,0,,0
ENTG,2026-02-28,,0,,0
ENTX,2026-01-31,,0,,0
ENTX,2026-02-28,,0,,0
ENVA,2026-01-31,,0,,0
ENVA,2026-02-28,,0,,0
ENVB,2026-01-31,,0,,0
ENVB,2026-02-28,,0,,0
ENVX,2026-01-31,,0,,0
ENVX,2026-02-28,,0,,0
EOD,2026-01-31,,0,,0
EOD,2026-02-28,,0,,0
EOG,2026-01-31,,0,,0
EOG,2026-02-28,,0,,0
EOI,2026-01-31,,0,,0
EOI,2026-02-28,,0,,0
EOLS,2026-01-31,,0,,0
EOLS,2026-02-28,,0,,0
EONR,2026-01-31,,0,,0
EONR,2026-02-28,,0,,0
EONR.WT,2026-01-31,,0,,0
EONR.WT,2026-02-28,,0,,0
EOS,2026-01-31,,0,,0
EOS,2026-02-28,,0,,0
EOSE,2026-01-31,,0,,0
EOSE,2026-02-28,,0,,0
EOT,2026-01-31,,0,,0
EOT,2026-02-28,,0,,0
EP,2026-01-31,,0,,0
EP,2026-02-28,,0,,0
EP.PC,2026-01-31,,0,,0
EP.PC,2026-02-28,,0,,0
EPAC,2026-01-31,,0,,0
EPAC,2026-02-28,,0,,0
EPAM,2026-01-31,,0,,0
EPAM,2026-02-28,,0,,0
EPC,2026-01-31,,0,,0
EPC,2026-02-28,,0,,0
EPD,2026-01-31,,0,,0
EPD,2026-02-28,,0,,0
EPM,2026-01-31,,0,,0
EPM,2026-02-28,,0,,0
EPOW,2026-01-31,,0,,0
EPOW,2026-02-28,,0,,0
EPR,2026-01-31,,0,,0
EPR,2026-02-28,,0,,0
EPR.PC,2026-01-31,,0,,0
EPR.PC,2026-02-28,,0,,0
EPR.PE,2026-01-31,,0,,0
EPR.PE,2026-02-28,,0,,0
EPR.PG,2026-01-31,,0,,0
EPR.PG,2026-02-28,,0,,0
EPRT,2026-01-31,,0,,0
EPRT,2026-02-28,,0,,0
EPRX,2026-01-31,,0,,0
EPRX,2026-02-28,,0,,0
EPSM,2026-01-31,,0,,0
EPSM,2026-02-28,,0,,0
EPSN,2026-01-31,,0,,0
EPSN,2026-02-28,,0,,0
EQ,2026-01-31,,0,,0
EQ,2026-02-28,,0,,0
EQBK,2026-01-31,,0,,0
EQBK,2026-02-28,,0,,0
EQH,2026-01-31,2026-03-26,1,,0
EQH,2026-02-28,2026-03-26,1,,0
EQH.PA,2026-01-31,,0,,0
EQH.PA,2026-02-28,,0,,0
EQH.PC,2026-01-31,,0,,0
EQH.PC,2026-02-28,,0,,0
EQIX,2026-01-31,,0,,0
EQIX,2026-02-28,,0,,0
EQNR,2026-01-31,,0,,0
EQNR,2026-02-28,,0,,0
EQPT,2026-01-31,,0,,0
EQPT,2026-02-28,,0,,0
EQR,2026-01-31,,0,2026-05-21,1
EQR,2026-02-28,,0,2026-05-21,1
EQS,2026-01-31,,0,,0
EQS,2026-02-28,,0,,0
EQT,2026-01-31,,0,,0
EQT,2026-02-28,,0,,0
EQX,2026-01-31,,0,,0
EQX,2026-02-28,,0,,0
ERAS,2026-01-31,,0,,0
ERAS,2026-02-28,,0,,0
ERC,2026-01-31,,0,,0
ERC,2026-02-28,,0,,0
ERH,2026-01-31,,0,,0
ERH,2026-02-28,,0,,0
ERIC,2026-01-31,,0,,0
ERIC,2026-02-28,,0,,0
ERIE,2026-01-31,,0,,0
ERIE,2026-02-28,,0,,0
ERII,2026-01-31,,0,,0
ERII,2026-02-28,,0,,0
ERNA,2026-01-31,,0,,0
ERNA,2026-02-28,,0,,0
ERNAW,2026-01-31,,0,,0
ERNAW,2026-02-28,,0,,0
ERO,2026-01-31,,0,,0
ERO,2026-02-28,,0,,0
EROC,2026-01-31,,0,,0
EROC,2026-02-28,,0,,0
EROK,2026-01-31,,0,,0
EROK,2026-02-28,,0,,0
ES,2026-01-31,,0,,0
ES,2026-02-28,,0,,0
ESAB,2026-01-31,,0,,0
ESAB,2026-02-28,,0,,0
ESBA,2026-01-31,,0,,0
ESBA,2026-02-28,,0,,0
ESCA,2026-01-31,,0,,0
ESCA,2026-02-28,,0,,0
ESE,2026-01-31,,0,,0
ESE,2026-02-28,,0,,0
ESEA,2026-01-31,,0,,0
ESEA,2026-02-28,,0,,0
ESI,2026-01-31,,0,,0
ESI,2026-02-28,,0,,0
ESLA,2026-01-31,,0,,0
ESLA,2026-02-28,,0,,0
ESLAW,2026-01-31,,0,,0
ESLAW,2026-02-28,,0,,0
ESLT,2026-01-31,,0,,0
ESLT,2026-02-28,,0,,0
ESNT,2026-01-31,,0,,0
ESNT,2026-02-28,,0,,0
ESOA,2026-01-31,,0,,0
ESOA,2026-02-28,,0,,0
ESP,2026-01-31,,0,,0
ESP,2026-02-28,,0,,0
ESPR,2026-01-31,2026-05-01,1,,0
ESPR,2026-02-28,2026-05-01,1,,0
ESQ,2026-01-31,,0,,0
ESQ,2026-02-28,,0,,0
ESRT,2026-01-31,,0,,0
ESRT,2026-02-28,,0,,0
ESS,2026-01-31,,0,,0
ESS,2026-02-28,,0,,0
ESTA,2026-01-31,,0,,0
ESTA,2026-02-28,,0,,0
ESTC,2026-01-31,,0,,0
ESTC,2026-02-28,,0,,0
ET,2026-01-31,,0,,0
ET,2026-02-28,,0,,0
ET.PI,2026-01-31,,0,,0
ET.PI,2026-02-28,,0,,0
ETB,2026-01-31,,0,,0
ETB,2026-02-28,,0,,0
ETD,2026-01-31,,0,,0
ETD,2026-02-28,,0,,0
ETG,2026-01-31,,0,,0
ETG,2026-02-28,,0,,0
ETH,2026-01-31,,0,,0
ETH,2026-02-28,,0,,0
ETHA,2026-01-31,,0,,0
ETHA,2026-02-28,,0,,0
ETHB,2026-01-31,,0,,0
ETHB,2026-02-28,,0,,0
ETHE,2026-01-31,,0,,0
ETHE,2026-02-28,,0,,0
ETHW,2026-01-31,,0,,0
ETHW,2026-02-28,,0,,0
ETI.P,2026-01-31,,0,,0
ETI.P,2026-02-28,,0,,0
ETJ,2026-01-31,,0,,0
ETJ,2026-02-28,,0,,0
ETN,2026-01-31,,0,,0
ETN,2026-02-28,,0,,0
ETO,2026-01-31,,0,,0
ETO,2026-02-28,,0,,0
ETON,2026-01-31,,0,,0
ETON,2026-02-28,,0,,0
ETOR,2026-01-31,,0,,0
ETOR,2026-02-28,,0,,0
ETR,2026-01-31,,0,,0
ETR,2026-02-28,,0,,0
ETS,2026-01-31,,0,,0
ETS,2026-02-28,,0,,0
ETSS,2026-01-31,,0,,0
ETSS,2026-02-28,,0,,0
ETSS.UN,2026-01-31,,0,,0
ETSS.UN,2026-02-28,,0,,0
ETSS.WT,2026-01-31,,0,,0
ETSS.WT,2026-02-28,,0,,0
ETSY,2026-01-31,,0,,0
ETSY,2026-02-28,,0,,0
ETV,2026-01-31,,0,,0
ETV,2026-02-28,,0,,0
ETW,2026-01-31,,0,,0
ETW,2026-02-28,,0,,0
ETX,2026-01-31,,0,,0
ETX,2026-02-28,,0,,0
ETY,2026-01-31,,0,,0
ETY,2026-02-28,,0,,0
EU,2026-01-31,,0,,0
EU,2026-02-28,,0,,0
EUDA,2026-01-31,,0,,0
EUDA,2026-02-28,,0,,0
EUDAW,2026-01-31,,0,,0
EUDAW,2026-02-28,,0,,0
EUO,2026-01-31,,0,,0
EUO,2026-02-28,,0,,0
EURK,2026-01-31,,0,,0
EURK,2026-02-28,,0,,0
EURKR,2026-01-31,,0,,0
EURKR,2026-02-28,,0,,0
EURKU,2026-01-31,,0,,0
EURKU,2026-02-28,,0,,0
EVAC,2026-01-31,,0,,0
EVAC,2026-02-28,,0,,0
EVAC.UN,2026-01-31,,0,,0
EVAC.UN,2026-02-28,,0,,0
EVAC.WT,2026-01-31,,0,,0
EVAC.WT,2026-02-28,,0,,0
EVAX,2026-01-31,,0,,0
EVAX,2026-02-28,,0,,0
EVC,2026-01-31,,0,,0
EVC,2026-02-28,,0,,0
EVCM,2026-01-31,,0,,0
EVCM,2026-02-28,,0,,0
EVER,2026-01-31,,0,,0
EVER,2026-02-28,,0,,0
EVEX,2026-01-31,,0,,0
EVEX,2026-02-28,,0,,0
EVEX.WT,2026-01-31,,0,,0
EVEX.WT,2026-02-28,,0,,0
EVF,2026-01-31,,0,,0
EVF,2026-02-28,,0,,0
EVG,2026-01-31,,0,,0
